id,text,language,source
3367,Nwanne nwanyị m na-amụ ihe n'ụlọ enyi m n'abalị.,Igbo,AI-generated synthetic data
3368,Arábìnrin mi lọ sí ọ́fíìsì lónìí.,Yoruba,AI-generated synthetic data
3369,Olùkọ́ náà ń rìn ní ilé ẹ̀kọ́ lónìí.,Yoruba,AI-generated synthetic data
3370,Enyi m na-amụ ihe n'ọfịs echi.,Igbo,AI-generated synthetic data
3371,Anyị bịara n'ụlọ ekpere n'izu a.,Igbo,AI-generated synthetic data
3372,Nna zụtara anụ na ngwụcha izu.,Igbo,AI-generated synthetic data
3373,Anyị na-eje ije n'ụlọ enyi m echi.,Igbo,AI-generated synthetic data
3374,"Jiya, kowa ya kamata ya bi umarnin tsaro.",Hausa,AI-generated synthetic data
3375,Olùkọ́ náà ra ẹ̀wà ní ọ̀sán.,Yoruba,AI-generated synthetic data
3376,"During the meeting, where is the nearest hospital?",English,AI-generated synthetic data
3377,Onye nkụzi ahụ jiri igwefoto n'izu a.,Igbo,AI-generated synthetic data
3378,"Yau, don Allah ka duba bayanan kafin ka aika da fom.",Hausa,AI-generated synthetic data
3379,Ọmọ náà ra ẹran ọ̀la.,Yoruba,AI-generated synthetic data
3380,Enyi m nọ n'ọfịs echi.,Igbo,AI-generated synthetic data
3381,The manager is preparing a mobile application.,English,AI-generated synthetic data
3382,"After lunch, how do I reset my password?",English,AI-generated synthetic data
3383,The driver is discussing the computer.,English,AI-generated synthetic data
3384,Akẹ́kọ̀ọ́ náà lọ sí ilé ìwé ọ̀la.,Yoruba,AI-generated synthetic data
3385,Nwanne nwanyị m bịara n'ọfịs echi.,Igbo,AI-generated synthetic data
3386,Arábìnrin mi ra ìwé ní kutukutu.,Yoruba,AI-generated synthetic data
3387,Ọ bịara n'chọọchị n'ehihie.,Igbo,AI-generated synthetic data
3388,Nna bịara n'ahịa n'oge.,Igbo,AI-generated synthetic data
3389,"At home, the community organized a clean-up exercise on Saturday.",English,AI-generated synthetic data
3390,Unu na-aga n'ụlọ ụnyaahụ.,Igbo,AI-generated synthetic data
3391,Ó lo àgbàdo ní òru.,Yoruba,AI-generated synthetic data
3392,The farmer is organizing the machine learning model.,English,AI-generated synthetic data
3393,Manajan yana gina bayanan taro.,Hausa,AI-generated synthetic data
3394,Baba ra ẹran ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
3395,Al'ummar yana duba kayan aikin gona.,Hausa,AI-generated synthetic data
3396,Ó dé sí ilé lónìí.,Yoruba,AI-generated synthetic data
3397,"Tomorrow, the community organized a clean-up exercise on Saturday.",English,AI-generated synthetic data
3398,Ọ̀rẹ́ mi rí omi ní alẹ́.,Yoruba,AI-generated synthetic data
3399,Ị jiri akpa echi.,Igbo,AI-generated synthetic data
3400,Ọmọ náà ní ìrẹsì ọ̀la.,Yoruba,AI-generated synthetic data
3401,Ụmụaka ahụ zụtara akpa n'ehihie.,Igbo,AI-generated synthetic data
3402,"Gobe, na yi farin cikin jin cewa komai ya tafi lafiya.",Hausa,AI-generated synthetic data
3403,A teacher is checking the network connection.,English,AI-generated synthetic data
3404,Manomin yana gina jadawalin makaranta.,Hausa,AI-generated synthetic data
3405,Ó lo ọ̀gẹ̀dẹ̀ ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
3406,Onye nkụzi ahụ nwere akpụkpọ ụkwụ n'ehihie.,Igbo,AI-generated synthetic data
3407,Ehihie ọma,Igbo,AI-generated synthetic data
3408,Dọkịta ahụ na-eje ije n'ọfịs n'izu a.,Igbo,AI-generated synthetic data
3409,"Yayin taro, har yanzu ban samu sakon ba.",Hausa,AI-generated synthetic data
3410,"Da safe, nawa ne kudin wannan sabis?",Hausa,AI-generated synthetic data
3411,Malamin yana karatu shirin kasuwanci.,Hausa,AI-generated synthetic data
3412,Manomin yana bitar samfurin koyon na'ura.,Hausa,AI-generated synthetic data
3413,Nwanne nwoke m nwere igwefoto taa.,Igbo,AI-generated synthetic data
3414,The manager is organizing the school timetable.,English,AI-generated synthetic data
3415,Unu nọ n'okporo ụzọ ụnyaahụ.,Igbo,AI-generated synthetic data
3416,The developer is discussing the machine learning model.,English,AI-generated synthetic data
3417,Ma'aikaciyar jinya yana karatu rahoton.,Hausa,AI-generated synthetic data
3418,The nurse is discussing the delivery schedule.,English,AI-generated synthetic data
3419,"During the meeting, the developer created a simple interface for the users.",English,AI-generated synthetic data
3420,Àwọn ọmọ lọ sí ibùdó ọkọ̀ ní òru.,Yoruba,AI-generated synthetic data
3421,"Yesterday, we need more information before making a decision.",English,AI-generated synthetic data
3422,Al'ummar yana shirya bayanan taro.,Hausa,AI-generated synthetic data
3423,Ọ na-eje ije n'ụlọ ọgwụ echi.,Igbo,AI-generated synthetic data
3424,"Jiya, yar uwata ta sayi sabbin takalma.",Hausa,AI-generated synthetic data
3425,Abokina yana gyara hanyar sadarwa.,Hausa,AI-generated synthetic data
3426,The dashboard displays the latest inventory figures.,English,AI-generated synthetic data
3427,Manajan yana karatu jadawalin makaranta.,Hausa,AI-generated synthetic data
3428,Awa lo ọ̀gẹ̀dẹ̀ lónìí.,Yoruba,AI-generated synthetic data
3429,Onye agbata obi anyị wetara uwe n'abalị.,Igbo,AI-generated synthetic data
3430,"Bayan cin abinci, mai kirkirar manhaja ya tsara hanya mai sauki ga masu amfani.",Hausa,AI-generated synthetic data
3431,A teacher is repairing the farm equipment.,English,AI-generated synthetic data
3432,Nwanyị ahụ nwere igodo n'oge.,Igbo,AI-generated synthetic data
3433,Ya kira mahaifiyarsa bayan aiki.,Hausa,AI-generated synthetic data
3434,Injiniyan yana karatu jadawalin isar da kaya.,Hausa,AI-generated synthetic data
3435,My friend is repairing the network connection.,English,AI-generated synthetic data
3436,Ma'aikaciyar jinya yana tattauna jadawalin makaranta.,Hausa,AI-generated synthetic data
3437,Likitan yana bitar kwamfutar.,Hausa,AI-generated synthetic data
3438,"Da yamma, me ya sa intanet din yake tafiya a hankali?",Hausa,AI-generated synthetic data
3439,Ị na-amụ ihe n'ọfịs echi.,Igbo,AI-generated synthetic data
3440,Dókítà náà ń kọ́ ẹ̀kọ́ ní ilé ìwòsàn lónìí.,Yoruba,AI-generated synthetic data
3441,Ha mere akpụkpọ ụkwụ n'abalị.,Igbo,AI-generated synthetic data
3442,"After lunch, everyone should follow the safety instructions.",English,AI-generated synthetic data
3443,The model classifies short text into different languages.,English,AI-generated synthetic data
3444,The student is organizing a mobile application.,English,AI-generated synthetic data
3445,Nwa ahụ nwere ekwentị ụnyaahụ.,Igbo,AI-generated synthetic data
3446,Arábìnrin mi lo ẹran lónìí.,Yoruba,AI-generated synthetic data
3447,Ọmọ náà ń kọ́ ẹ̀kọ́ ní ọgbà ẹ̀kọ́ ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
3448,Ẹyin fẹ́ fóònù ní kutukutu.,Yoruba,AI-generated synthetic data
3449,The engineer is discussing the inventory list.,English,AI-generated synthetic data
3450,Ọmọ náà wà ní ilé ẹ̀kọ́ ní ọ̀sán.,Yoruba,AI-generated synthetic data
3451,Enyi m jiri mmiri n'ehihie.,Igbo,AI-generated synthetic data
3452,"A wurin aiki, za ka iya taimaka min da wannan matsalar?",Hausa,AI-generated synthetic data
3453,My brother is learning the school timetable.,English,AI-generated synthetic data
3454,Dan uwana yana tsara samfurin koyon na'ura.,Hausa,AI-generated synthetic data
3455,Our community is studying the delivery schedule.,English,AI-generated synthetic data
3456,"During the meeting, have you completed the assignment?",English,AI-generated synthetic data
3457,Manajan yana koyon manhajar waya.,Hausa,AI-generated synthetic data
3458,Nna jiri oche taa.,Igbo,AI-generated synthetic data
3459,Injiniyan yana shirya bayanan mara lafiya.,Hausa,AI-generated synthetic data
3460,M wetara azụ taa.,Igbo,AI-generated synthetic data
3461,Dọkịta ahụ na-arụ ọrụ n'okporo ụzọ ụnyaahụ.,Igbo,AI-generated synthetic data
3462,Nwanne m nọ n'ahịa na ngwụcha izu.,Igbo,AI-generated synthetic data
3463,Nwanne nwoke m wetara mmiri n'isi ụtụtụ.,Igbo,AI-generated synthetic data
3464,Wọ́n ní kọ̀ǹpútà ní alẹ́.,Yoruba,AI-generated synthetic data
3465,Arábìnrin mi ń kọ́ ẹ̀kọ́ ní ilé ẹ̀kọ́ lónìí.,Yoruba,AI-generated synthetic data
3466,The farmer is planning the computer.,English,AI-generated synthetic data
3467,Al'ummar yana koyon takardar bincike.,Hausa,AI-generated synthetic data
3468,Direban yana shirya sabon aiki.,Hausa,AI-generated synthetic data
3469,The student is organizing a new project.,English,AI-generated synthetic data
3470,Nwanne nwoke m nwere akpụkpọ ụkwụ n'ụtụtụ.,Igbo,AI-generated synthetic data
3471,Dọkịta ahụ bịara n'ọdụ ụgbọala n'oge.,Igbo,AI-generated synthetic data
3472,Nwanne m nwere igwefoto n'isi ụtụtụ.,Igbo,AI-generated synthetic data
3473,Arábìnrin mi ń rìn ní pápá ọ̀la.,Yoruba,AI-generated synthetic data
3474,Aládùúgbò wa rí aṣọ ní òru.,Yoruba,AI-generated synthetic data
3475,"In the evening, please check the details before submitting the form.",English,AI-generated synthetic data
3476,Dókítà náà fẹ́ ìwé lónìí.,Yoruba,AI-generated synthetic data
3477,A teacher is studying the business plan.,English,AI-generated synthetic data
3478,Malamin yana tsara kayan horo.,Hausa,AI-generated synthetic data
3479,The driver is checking the report.,English,AI-generated synthetic data
3480,The driver is reviewing a research proposal.,English,AI-generated synthetic data
3481,Olùkọ́ náà ṣe ẹran ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
3482,A teacher is planning the patient record.,English,AI-generated synthetic data
3483,The doctor is preparing a mobile application.,English,AI-generated synthetic data
3484,Anyị chọrọ uwe n'ụtụtụ.,Igbo,AI-generated synthetic data
3485,"After lunch, who is responsible for the equipment?",English,AI-generated synthetic data
3486,The farmer is planning the meeting notes.,English,AI-generated synthetic data
3487,Enyi m bịara n'ahịa ụnyaahụ.,Igbo,AI-generated synthetic data
3488,Ma'aikaciyar jinya yana bitar kayan horo.,Hausa,AI-generated synthetic data
3489,Al'ummar yana bitar bayanan taro.,Hausa,AI-generated synthetic data
3490,Nne jiri agwa n'izu a.,Igbo,AI-generated synthetic data
3491,The driver is planning the farm equipment.,English,AI-generated synthetic data
3492,Nwoke ahụ na-eje ije n'ọdụ ụgbọala ụnyaahụ.,Igbo,AI-generated synthetic data
3493,Onye agbata obi anyị nọ n'ọdụ ụgbọala ụnyaahụ.,Igbo,AI-generated synthetic data
3494,Likitan yana tattauna kayan aikin gona.,Hausa,AI-generated synthetic data
3495,Iyali sun shirya abinci domin baki.,Hausa,AI-generated synthetic data
3496,"At home, the application stores user information securely.",English,AI-generated synthetic data
3497,Ha chọrọ nri ụnyaahụ.,Igbo,AI-generated synthetic data
3498,Unu nwere agwa n'isi ụtụtụ.,Igbo,AI-generated synthetic data
3499,Akẹ́kọ̀ọ́ náà ra ẹ̀fọ́ ní òwúrọ̀.,Yoruba,AI-generated synthetic data
3500,"Tomorrow, how do I reset my password?",English,AI-generated synthetic data
3501,Ọ jiri akpa n'ụtụtụ.,Igbo,AI-generated synthetic data
3502,"Da safe, dalibi ya aro littafi daga dakin karatu.",Hausa,AI-generated synthetic data
3503,The farmer is reviewing the training materials.,English,AI-generated synthetic data
3504,"A wurin aiki, zan ziyarci abokina gobe.",Hausa,AI-generated synthetic data
3505,Our community is studying a new project.,English,AI-generated synthetic data
3506,Aládùúgbò wa ń ṣiṣẹ́ ní ilé ní alẹ́.,Yoruba,AI-generated synthetic data
3507,The doctor is preparing the computer.,English,AI-generated synthetic data
3508,O lo àpò ọ̀la.,Yoruba,AI-generated synthetic data
3509,Mo ra àkàrà ní ọ̀sán.,Yoruba,AI-generated synthetic data
3510,Ebee ka akwụkwọ ahụ dị?,Igbo,AI-generated synthetic data
3511,The developer is preparing the patient record.,English,AI-generated synthetic data
3512,Àwọn ará wa ṣe oúnjẹ ní ọ̀sán.,Yoruba,AI-generated synthetic data
3513,Enyi m bịara n'ụlọ ọgwụ n'izu a.,Igbo,AI-generated synthetic data
3514,Can you help me with this problem?,English,AI-generated synthetic data
3515,A teacher is checking the business plan.,English,AI-generated synthetic data
3516,Awa ń rìn ní ilé ẹ̀kọ́ ní òwúrọ̀.,Yoruba,AI-generated synthetic data
3517,"Yesterday, they are waiting for the bus.",English,AI-generated synthetic data
3518,Baba wà ní ilé ọ̀rẹ́ mi ní alẹ́.,Yoruba,AI-generated synthetic data
3519,Dan uwana yana koyon jerin kaya.,Hausa,AI-generated synthetic data
3520,Nwa ahụ chọrọ osikapa ụnyaahụ.,Igbo,AI-generated synthetic data
3521,O ní àkàrà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
3522,"Yayin taro, likita ya shawarci mara lafiya ya kara shan ruwa.",Hausa,AI-generated synthetic data
3523,Mo wà ní òpópónà ní ọ̀sán.,Yoruba,AI-generated synthetic data
3524,Mo lo ẹja ọ̀la.,Yoruba,AI-generated synthetic data
3525,"At home, he called his mother after work.",English,AI-generated synthetic data
3526,Our team is checking the school timetable.,English,AI-generated synthetic data
3527,Dọkịta ahụ na-aga n'ụlọ enyi m n'isi ụtụtụ.,Igbo,AI-generated synthetic data
3528,Likitan yana tattauna kwamfutar.,Hausa,AI-generated synthetic data
3529,Me ya jawo jinkirin?,Hausa,AI-generated synthetic data
3530,Nne na-aga n'ọfịs n'abalị.,Igbo,AI-generated synthetic data
3531,A teacher is learning the inventory list.,English,AI-generated synthetic data
3532,Ụmụaka ahụ wetara azụ na ngwụcha izu.,Igbo,AI-generated synthetic data
3533,Nne bịara n'ụlọ enyi m n'ụtụtụ.,Igbo,AI-generated synthetic data
3534,Unu na-aga n'chọọchị taa.,Igbo,AI-generated synthetic data
3535,Àwọn ọmọ lọ sí ọgbà ẹ̀kọ́ ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
3536,Ọ̀rẹ́ mi dé sí ilé ìwòsàn àná.,Yoruba,AI-generated synthetic data
3537,The nurse is preparing a new project.,English,AI-generated synthetic data
3538,Olùkọ́ náà ń kọ́ ẹ̀kọ́ ní ilé ìtajà lónìí.,Yoruba,AI-generated synthetic data
3539,The developer is building the meeting notes.,English,AI-generated synthetic data
3540,The manager is discussing the farm equipment.,English,AI-generated synthetic data
3541,Our community is learning a new project.,English,AI-generated synthetic data
3542,The engineer is planning the training materials.,English,AI-generated synthetic data
3543,Obìnrin náà ń rìn ní ibùdó ọkọ̀ ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
3544,"Yayin taro, ina ka ajiye takardar?",Hausa,AI-generated synthetic data
3545,Mai shirye-shiryen yana tsara rahoton.,Hausa,AI-generated synthetic data
3546,The manager is planning the training materials.,English,AI-generated synthetic data
3547,Ụmụaka ahụ na-aga n'ahịa na ngwụcha izu.,Igbo,AI-generated synthetic data
3548,Ụmụaka ahụ wetara nri n'abalị.,Igbo,AI-generated synthetic data
3549,Baba ń ṣiṣẹ́ ní ọ́fíìsì lónìí.,Yoruba,AI-generated synthetic data
3550,Direban yana karatu kayan aikin gona.,Hausa,AI-generated synthetic data
3551,M jiri osikapa n'ehihie.,Igbo,AI-generated synthetic data
3552,Wọ́n rí ẹ̀wà ní kutukutu.,Yoruba,AI-generated synthetic data
3553,Nna na-aga n'ọgbọ egwuregwu n'izu a.,Igbo,AI-generated synthetic data
3554,Onye agbata obi anyị na-eje ije n'chọọchị taa.,Igbo,AI-generated synthetic data
3555,"In the evening, we cleaned the dataset before training the classifier.",English,AI-generated synthetic data
3556,Akẹ́kọ̀ọ́ náà ń kọ́ ẹ̀kọ́ ní mọ́sáláṣí ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
3557,Obìnrin náà dé sí ọgbà ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
3558,The developer is repairing the school timetable.,English,AI-generated synthetic data
3559,Obìnrin náà ń rìn ní ilé ní alẹ́.,Yoruba,AI-generated synthetic data
3560,"At home, the server needs regular maintenance and monitoring.",English,AI-generated synthetic data
3561,Ẹyin ní aṣọ ní òwúrọ̀.,Yoruba,AI-generated synthetic data
3562,Dọkịta ahụ zụtara kọmputa n'abalị.,Igbo,AI-generated synthetic data
3563,"After lunch, the researcher compared several machine learning models.",English,AI-generated synthetic data
3564,The developer is learning a mobile application.,English,AI-generated synthetic data
3565,Àwọn ará wa rí ẹja ọ̀la.,Yoruba,AI-generated synthetic data
3566,Wọ́n lọ sí ilé ọ̀rẹ́ mi ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
3567,Dọkịta ahụ na-amụ ihe n'ọfịs n'ụtụtụ.,Igbo,AI-generated synthetic data
3568,My friend is discussing the machine learning model.,English,AI-generated synthetic data
3569,Tawagar mu yana tattauna manhajar waya.,Hausa,AI-generated synthetic data
3570,Arábìnrin mi mú omi ní alẹ́.,Yoruba,AI-generated synthetic data
3571,Ó rí àgbàdo ní kutukutu.,Yoruba,AI-generated synthetic data
3572,Malamin yana duba manhajar waya.,Hausa,AI-generated synthetic data
3573,Ẹyin ń ṣiṣẹ́ ní ọgbà ẹ̀kọ́ àná.,Yoruba,AI-generated synthetic data
3574,"Da rana, na yi farin cikin jin cewa komai ya tafi lafiya.",Hausa,AI-generated synthetic data
3575,Aládùúgbò wa wà ní ilé ọ̀rẹ́ mi àná.,Yoruba,AI-generated synthetic data
3576,Ọ bịara n'ụlọ taa.,Igbo,AI-generated synthetic data
